,Full.ID,Sample.Type,Upper.Depth,Lower.Depth,Depth,Climo,Site,Horizon,Category,Pit,EEMT,AI,MAP,MAT,Elevation,CIW,pH.CaCl2,pH.DI,Silt.Percent,Sand.Percent,Clay.Percent,Random.Pit,P.Stock.kg.m2.43cm.pit,N.Stock.kg.m2.43cm.pit,P.Stock.Pit.O.A.B.CwGeo,N.Stock.Pit.O.A.B.CwGeo,N.mmol.kgsoil,P.mmol.kgsoil,soil.molar.N.P,soil.N.mg.kg,soil.P.mg.kg,soil.mass.N.P,Olsen_P,Olsen_P.mmol.kg,Olsen.percent.of.total,soil.P.percent,P.Stock.kg.m2,soil.N.percent,N.Stock.kg.m2,soil.C.mg.kg,soil.C.percent,soil.molar.C.N,soil.molar.C.P,MB.N.P,MB.N.P.molar,MB.C.mmol.kg,MB.N.mmol.kg,MB.P.mmol.kg,MBP.percent,MBN.percent,MBC,MBP,MBN,mmolMBP.mmolMBC,mmolMBN.mmolMBC,MB.N.P.MBC,mmolMBP.mmolSOC,mmolMBN.mmolSOC,mmolMBC.mmolSOC,MBC.percent,MB.C.N.molar,MB.C.P.molar,Enzyme.N.P.molar,Enzyme.N.P.mass,NAG.corr,AP.corr,BG.corr,NAG.SOC,AP.SOC,NAG.MBC,AP.MBC,BG.SOC,BG.MBC,Enzyme.C.N.molar,Enzyme.C.P.molar,Root.N.mg.kg,Root.P.mg.kg,Root.N.mmol.kg,Root.P.mmol.kg,Root.N.P.mmol.kg,Root.N.P.mg.kg,Root.C.mg.kg,Root.C.mmol.kg,Root.C.N.mmol.kg,Root.C.P.mmol.kg,NMR.Ortho.Percent,NMR.DNA.Percent,NMR.Pyro.Percent,NMR.Phosphonate.Percent,NMR.Phospholipid.A.B.RNA.Corr.Percent,NMR.Diester.2.Percent,NMR.Mono.A.B.RNA.Corr.Percent,NMR.Die.Region.A.B.RNA.Percent,NMR.Mono.Die.Region.A.B.RNA,NMR.Total.Inorganic.Percent,NMR.Total.Organic.Percent,Ca.Pi.Percent,Ca.Po.Percent,Al.Pi.Percent,Al.Po.Percent,Fe.Pi.Percent,Fe.Po.Percent,Na.Pi.Percent,Na.Po.Percent,XANES.Total.Inorganic.Percent,XANES.Total.Organic.Percent,C.mmol.kgsoil,C.g.kg.Bd.thick.gravel.weighted,P.Stock.kg.m2.43cm.pit.log,N.Stock.kg.m2.43cm.pit.log,P.Stock.Pit.O.A.B.CwGeo.log,N.Stock.Pit.O.A.B.CwGeo.log,N.mmol.kgsoil.log,P.mmol.kgsoil.log,C.mmol.kgsoil.log,soil.molar.N.P.log,soil.molar.C.N.log,soil.molar.C.P.log,soil.N.mg.kg.log,soil.P.mg.kg.log,soil.C.mg.kg.log,soil.mass.N.P.log,Olsen_P.log,Olsen_P.mmol.kg.log,Olsen.percent.of.total.log,soil.P.percent.log,soil.C.percent.log,P.Stock.kg.m2.log,soil.N.percent.log,N.Stock.kg.m2.log,MB.N.P.log,MB.C.N.molar.log,MB.C.P.molar.log,MB.N.P.molar.log,MB.C.mmol.kg.log,MB.N.mmol.kg.log,MB.P.mmol.kg.log,MBP.percent.log,MBN.percent.log,MBC.percent.log,MBC.log,MBP.log,MBN.log,mmolMBP.mmolMBC.log,mmolMBN.mmolMBC.log,MB.N.P.MBC.log,mmolMBP.mmolSOC.log,mmolMBN.mmolSOC.log,mmolMBC.mmolSOC.log,Enzyme.N.P.molar.log,Enzyme.C.N.molar.log,Enzyme.C.P.molar.log,Enzyme.N.P.mass.log,BG.corr.log,NAG.corr.log,AP.corr.log,NAG.SOC.log,AP.SOC.log,BG.SOC.log,NAG.MBC.log,AP.MBC.log,BG.MBC.log,Root.N.mg.kg.log,Root.P.mg.kg.log,Root.C.mg.kg.log,Root.N.mmol.kg.log,Root.P.mmol.kg.log,Root.C.mmol.kg.log,Root.N.P.mmol.kg.log,Root.C.N.mmol.kg.log,Root.C.P.mmol.kg.log,Root.N.P.mg.kg.log
839,SPR P1 R1 150-180,Soil,150,180,165,CZO,SPR,C,Cr,BB,29.1,1.16,860,13.6,1160,60.31827678,4.7,5.57,19.83,69.57,10.6,M,NA,NA,NA,NA,7.14,5.99,1.191986644,100.0314,185.5103,0.538647994,NA,NA,NA,0.01855103,0.0624,0.01000314,0.03,1500,0.15,17.49159664,20.84974958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.070121951,0.031713824,1.403442919,20.01431641,2.519223624,1.12E-05,0.000160256,NA,NA,2.02E-05,NA,1.795031055,0.12587108,6064.752475,621.089109,432.989389,20.05454017,21.59059173,9.764705881,442517,36843.56449,85.09114871,1837.168251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.89,0.915604843,NA,NA,NA,NA,0.910624405,0.777426822,2.096527666,0.076271389,1.242829454,1.319100843,2.004456371,2.268368028,3.176091259,-0.268694954,NA,NA,NA,-1.731631972,-0.823908741,-1.20481541,0.004322724,0.012837225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.154146008,0.254071967,-0.900074041,-1.498751386,0.40126672,0.147194754,1.301340761,-4.949332912,-3.795186904,-4.695260945,NA,NA,NA,3.78281308,2.793153914,5.645929959,2.636477254,1.302212708,4.56636164,1.334264545,1.929884387,3.264148932,0.989659167
850,SPR P2 O,Organic,7,0,3.5,CZO,SPR,O,O,CC,29.1,1.16,860,13.6,1160,53.70223486,NA,NA,NA,NA,NA,N,NA,NA,3.97,1.1,885.27,28.15,31.44831261,12402.6327,871.8055,14.22215723,NA,NA,NA,0.08718055,0.0037,1.24026327,0.05,524590,52.459,49.33707231,1551.567673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10504.8,819.9,749.9839363,26.4740071,28.32906758,12.81229418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43676.63,524.59,NA,NA,0.598790507,0.041392685,2.947566049,1.449478399,4.640249122,1.497597348,1.693173375,3.190770723,4.093548897,2.940419605,5.719820008,1.152965475,NA,NA,NA,-1.059580395,1.719820008,-2.431798276,0.350299059,0.021189299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.021387788,2.913760886,NA,2.875051961,1.422819681,NA,1.45223228,NA,NA,1.107626902
851,SPR P2 R1 0-10,Soil,0,10,5,CZO,SPR,A,A,CC,29.1,1.16,860,13.6,1160,54.67324523,5.1,6.33,26.87,68.99,4.14,N,0.6376,0.4595,NA,NA,142.79,53.26,2.680998873,2000.4879,1649.4622,1.212552596,19.23102739,0.620956648,1.165896823,0.16494622,0.1226,0.20004879,0.15,59800,5.98,34.86777786,93.48047315,0.236768853,0.523515987,14.64287332,2.078703854,3.970659738,0.012297133,0.002911578,175.8755514,122.9713321,29.11578127,0.271166707,0.141960106,0.523515987,0.000797518,0.000417514,0.002941062,0.017587555,7.044408483,3.687860463,NA,NA,NA,291.4012084,224.2517774,NA,5.85E-05,NA,0.019900548,4.50E-05,0.015314739,NA,0.769563649,6708.850856,747.286064,478.9744091,24.12935305,19.85027979,8.977620725,491035,40883.12921,85.35556062,1694.331759,87.2,1.37,1.02,0,6.975833939,0.237055163,3.2,8.58,0.37,88.22,11.78,0,0,9.1,0,91.4,0,0,0,100.5,0,4978.77,31.53410631,-0.195451692,-0.337714484,NA,NA,2.157728684,1.726401162,3.697122064,0.428296631,1.54242427,1.970720902,3.301352969,3.217342367,4.776701184,0.083700586,1.284002486,-0.206938719,0.066660119,-0.782657633,0.776701184,-0.91150953,0.079198903,0.06069784,-0.625675429,0.847844531,0.56677448,-0.281070051,1.165626305,0.317792621,0.598862672,-1.910196122,-2.535871552,-1.754794528,2.245205472,2.089803878,1.464128448,-0.566763633,-0.847833684,-0.281070051,-3.098259392,-3.379329443,-2.531495759,NA,NA,-0.113755454,NA,2.350735894,NA,2.464491348,NA,-4.232630716,-4.34638617,NA,-1.701134957,-1.814890411,3.826648137,2.873486883,5.691112449,2.68031231,1.382545678,4.611544129,1.297766632,1.931231819,3.228998452,0.953161254
852,SPR P2 R1 10-23,Soil,10,23,16.5,CZO,SPR,A,A,CC,29.1,1.16,860,13.6,1160,55.79113201,5.09,5.96,26.85,69.12,4.03,N,NA,NA,NA,NA,99.95,66.73,1.497827064,1400.2995,2066.6281,0.677387358,10.67233535,0.344602368,0.51641296,0.20666281,0.2026,0.14002995,0.14,37700,3.77,31.4036018,47.03716469,2.050278507,4.533339427,NA,0.166805208,0.036795217,0.000113955,0.000233639,NA,1.13954787,2.336390505,NA,NA,NA,1.17E-05,5.31E-05,NA,NA,NA,NA,NA,NA,NA,63.06595525,22.01342962,NA,2.01E-05,NA,NA,7.01E-06,NA,NA,0.34905409,5266.458583,607.635054,375.9956723,19.62011799,19.16378243,8.667140825,514625,42847.21124,113.9566607,2183.840651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3138.79,NA,NA,NA,NA,NA,2.004106323,1.824321125,3.49676226,0.175461674,1.496979462,1.672441135,3.146530967,3.31526233,4.57634135,-0.169162913,1.028259463,-0.462681742,-0.287002867,-0.68473767,0.57634135,-0.693360559,0.056916261,0.056904851,0.311812859,NA,NA,0.656418237,NA,-0.777790394,-1.434208632,-3.943267426,-3.631454567,NA,NA,0.056732574,0.368545433,NA,NA,NA,-4.930970892,-4.274552655,NA,NA,NA,-0.457107269,NA,1.342687709,NA,1.799794978,NA,-4.696967282,-5.154074551,NA,NA,NA,3.721518673,2.78364282,5.71149088,2.575182846,1.292701615,4.631922561,1.282481232,2.056739714,3.339220946,0.937875853
854,SPR P2 R1 23-45,Soil,23,45,34,CZO,SPR,A,A,CC,29.1,1.16,860,13.6,1160,52.57078879,5.28,6.24,26.09,71.47,2.44,N,NA,NA,NA,NA,57.11,46.51,1.227907977,800.1111,1440.4147,0.555395104,3.187199185,0.10291247,0.221269554,0.14404147,0.3437,0.08001111,0.19,20200,2.02,29.44825775,36.15975059,0.664381531,1.469003836,NA,0.097010483,0.066038277,0.000204521,0.00013588,NA,2.045205452,1.35879673,NA,NA,NA,3.93E-05,5.77E-05,NA,NA,NA,NA,NA,NA,NA,49.03945813,8.120440704,NA,2.92E-05,NA,NA,4.83E-06,NA,NA,0.165589935,8075.260664,639.810427,576.5284231,20.65903865,27.90683695,12.62133333,549665,45764.60989,79.37962476,2215.234245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1681.79,NA,NA,NA,NA,NA,1.764250875,1.66754634,3.225771766,0.089165821,1.469059606,1.558225426,2.903692749,3.158487545,4.305351369,-0.255397953,0.503409206,-0.987532,-0.655078339,-0.841512455,0.305351369,-0.463820468,0.033428223,0.075546961,-0.177582449,NA,NA,0.16702293,NA,-1.013181334,-1.180204264,-3.689263058,-3.866845507,NA,NA,0.310736942,0.133154493,NA,NA,NA,-4.405976029,-4.2389531,NA,NA,NA,-0.780966063,NA,0.909579599,NA,1.690545663,NA,-4.535226103,-5.316192166,NA,NA,NA,3.90715655,2.806051314,5.740098084,2.760820723,1.315110108,4.660529765,1.445710615,1.899709042,3.345419657,1.101105236
855,SPR P2 R1 45-90,Soil,45,90,67.5,CZO,SPR,B,B,CC,29.1,1.16,860,13.6,1160,52.65589817,5.3,6.09,24.9,72.49,2.61,N,NA,NA,NA,NA,42.84,30.52,1.403669725,600.1884,945.2044,0.634842874,2.51314134,0.081147605,0.265883373,0.09452044,0.4643,0.06001884,0.29,12400,1.24,24.0987395,33.82667104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.375630252,0.169885058,5.936112992,15.80307485,4.800681983,5.75E-06,1.53E-05,NA,NA,4.65E-06,NA,0.808724832,0.303781513,6009.128834,371.042945,429.0181723,11.9807215,35.80904306,16.19523808,492803,41030.33129,95.63774669,3424.69619,91.35,0.46,1.21,0,1.818347121,0,5.16,2.28,2.26,92.56,7.44,0,0,77.9,0,20.6,0,0,0,98.5,0,1032.39,7.144797052,NA,NA,NA,NA,1.641870545,1.484584529,3.013843789,0.147264933,1.381994327,1.52925926,2.779010592,2.975525735,4.093421685,-0.197333751,0.400216914,-1.090724291,-0.57530882,-1.024474265,0.093421685,-0.333201316,0.025313584,0.11058971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.425239438,-0.092199222,-0.51743866,-0.769844817,0.681302937,0.773502159,1.198741597,-5.24034163,-4.815102192,-5.332540852,NA,NA,NA,3.778811515,2.569424178,5.692673343,2.632475688,1.078482973,4.613105024,1.553992715,1.980629335,3.534622051,1.209387337
856,SPR P2 R1 90-140,Soil,90,140,115,CZO,SPR,B,B,CC,29.1,1.16,860,13.6,1160,57.36463891,5.39,6.25,23.27,72.92,3.81,N,NA,NA,NA,NA,14.28,33.53,0.425887265,200.0628,1038.4241,0.192602151,3.351009521,0.108201793,0.32270144,0.10384241,0.617,0.02000628,0.12,2800,0.28,16.32492997,6.952579779,5.258818127,11.62769228,NA,0.279578685,0.024044211,7.45E-05,0.000391597,NA,0.74464921,3.915974764,NA,NA,NA,0.000103141,0.001199291,NA,NA,NA,NA,0.114608076,0.051833417,1.242422392,10.84061817,3.798078813,5.33E-06,4.65E-05,NA,NA,1.63E-05,NA,3.056994817,0.350356295,8205.807963,385.29274,585.8487697,12.44083758,47.09078193,21.297593,495387,41245.47279,70.40293488,3315.329254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.12,NA,NA,NA,NA,NA,1.184123354,1.525433553,2.367579534,-0.370705346,1.212851327,0.842145981,2.303331726,3.016374759,3.447158031,-0.715338866,0.525175662,-0.965765544,-0.491199097,-0.983625241,-0.552841969,-0.209714836,0.008602846,0.049218023,0.720888151,NA,NA,1.06549353,NA,-0.553495943,-1.618989472,-4.128048267,-3.407160116,NA,NA,-0.128048267,0.592839884,NA,NA,NA,-3.986569007,-2.921075477,NA,-0.940784778,0.485294702,-0.455490075,-1.285390156,0.579563972,0.09426927,1.035054048,-5.273310264,-4.332525487,-4.788015562,NA,NA,NA,3.914121349,2.585790826,5.694944606,2.767785522,1.09484962,4.615376286,1.672935902,1.847590764,3.520526666,1.328330523
853,SPR P2 R1 140+,Soil,140,150,145,CZO,SPR,C,Cr,CC,29.1,1.16,860,13.6,1160,47.46842953,5.4,6.26,4.66,93.46,1.88,N,NA,NA,NA,NA,7.14,31.65,0.225592417,100.0314,980.2005,0.1020252,0.422106359,0.013629524,0.043063267,0.09802005,0.1117,0.01000314,0.01,1700,0.17,19.82352941,4.472037915,NA,NA,NA,NA,0.004790354,1.48E-05,NA,NA,0.148357276,NA,NA,NA,NA,3.38E-05,NA,NA,NA,NA,NA,NA,NA,NA,11.11215226,9.236382971,NA,7.85E-05,NA,NA,6.53E-05,NA,NA,0.831196581,6607.628362,379.364303,471.7476895,12.24941243,38.51186268,17.41763342,552933,46036.70061,97.58754868,3758.278274,95.77,0.21,0.31,0,1.130311915,0.06272916,2.83,1.4,2.02,96.08,4.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.54,1.038855837,NA,NA,NA,NA,0.910624405,1.500373714,2.150879191,-0.646675503,1.297180979,0.650505477,2.004456371,2.99131492,3.230448921,-0.991292544,-0.374578105,-1.865519311,-1.365893025,-1.00868508,-0.769551079,-0.951946827,0.004322724,0.004321374,NA,NA,NA,NA,NA,NA,-2.319632355,-4.828691149,NA,NA,NA,-0.828691149,NA,NA,NA,NA,-4.470511546,NA,NA,NA,NA,-0.080296252,NA,0.965501932,NA,1.045798184,NA,-4.105081008,-4.185377259,NA,NA,NA,3.820045609,2.579056463,5.74267251,2.673709782,1.088115257,4.663104191,1.585594524,1.989394409,3.574988933,1.240989146
858,SPR P4 O,Organic,5,0,2.5,CZO,SPR,O,O,DD,29.1,1.16,860,13.6,1160,28.33155949,NA,NA,NA,NA,NA,P,NA,NA,3.01,0.92,878.13,25.63,34.26180258,12302.6013,793.7611,15.49651636,NA,NA,NA,0.07937611,0.0028,1.23026013,0.04,538490,53.849,51.05610787,1749.274288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9025.648855,593.587786,644.3808217,19.16654136,33.62008875,15.20524692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44833.9,538.49,NA,NA,0.478566496,-0.036212173,2.9440531,1.408748606,4.651606519,1.534810208,1.708047704,3.242857913,4.090032249,2.899689812,5.731177643,1.190234079,NA,NA,NA,-1.100310188,1.731177643,-2.552841969,0.348355521,0.017033339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.955478433,2.773484956,NA,2.809142606,1.282543751,NA,1.526598856,NA,NA,1.181993477
859,SPR P4 R1 0-6,Soil,0,6,3,CZO,SPR,A,A,DD,29.1,1.16,860,13.6,1160,55.36926742,4.97,5.69,23.46,70,6.54,P,0.494,0.3754,NA,NA,135.65,42.25,3.210650888,1900.4565,1308.4825,1.45196937,32.88015654,1.061677641,2.512846487,0.13084825,0.0707,0.19004565,0.1,51700,5.17,31.73158865,101.8790533,NA,NA,20.08697412,1.902910969,NA,NA,0.00266535,241.2646462,NA,26.65350307,NA,0.09473358,NA,NA,0.000442086,0.004666625,0.024126465,10.5561827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8676.046213,975.096277,619.4211494,31.48518815,19.67341426,8.897630334,532412,44328.14074,71.56381532,1407.904585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4304.39,26.93633506,-0.306273051,-0.425505732,NA,NA,2.135609636,1.625826713,3.633911614,0.506593085,1.501491816,2.0080849,3.279086394,3.116767919,4.713490543,0.161957455,1.516933877,0.025992671,0.400165958,-0.883232081,0.713490543,-1.150580586,0.075563621,0.041392685,NA,1.023506898,NA,NA,1.30291452,0.27941847,NA,NA,-2.574245704,-1.617506313,2.382493687,NA,1.425754296,NA,-1.023496051,NA,NA,-3.354493144,-2.330997094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.938321857,2.989047498,5.726247835,2.79198603,1.498106293,4.646679516,1.293879737,1.854693486,3.148573223,0.949274358
869,SPR P4 R1 6-16,Soil,6,16,11,CZO,SPR,A,A,DD,29.1,1.16,860,13.6,1160,58.23395688,5.74,4.93,24.03,71.17,4.8,P,NA,NA,NA,NA,71.39,40,1.78475,1000.1739,1238.8,0.807216661,14.7761165,0.477110639,1.192776598,0.12388,0.1172,0.10001739,0.09,29800,2.98,34.75360695,62.0265,NA,NA,9.903183165,NA,1.458863002,0.004518099,NA,118.947133,45.18098716,NA,0.147312533,NA,NA,0.000588,NA,0.003991513,0.011894713,NA,6.788458213,NA,NA,NA,33.05157878,NA,NA,1.33E-05,NA,0.00333747,NA,NA,NA,NA,7167.512195,998.341463,511.7202621,32.23575922,15.87430464,7.179419528,537278,44733.27949,87.41744818,1387.691203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2481.06,NA,NA,NA,NA,NA,1.859678577,1.602059991,3.394637267,0.251577391,1.540999885,1.792577276,3.000509519,3.093001197,4.474216264,-0.093009883,1.169560307,-0.321380899,0.07655911,-0.906998803,0.474216264,-0.931072388,0.041399551,0.037426498,NA,NA,0.831771149,NA,0.995774812,NA,0.16401451,-2.345044284,NA,-1.924646021,2.075353979,1.654955716,NA,-0.831760301,NA,NA,-3.230622757,NA,-2.398862455,NA,NA,NA,NA,NA,NA,1.519192209,NA,-4.875445058,NA,NA,-2.476582602,NA,3.855368441,2.999279109,5.730199058,2.709032614,1.508337903,4.650630738,1.20069471,1.941598125,3.142292835,0.856089332
862,SPR P4 R1 16-28,Soil,16,28,22,CZO,SPR,A,A,DD,29.1,1.16,860,13.6,1160,57.45432727,6.04,4.9,20.37,75.23,4.4,P,NA,NA,NA,NA,49.98,39.82,1.255148167,700.2198,1233.2254,0.567607016,31.27564498,1.009869066,2.536085048,0.12332254,0.1815,0.07002198,0.1,16000,1.6,26.65286114,33.4532898,NA,NA,7.448945544,NA,NA,NA,NA,89.46928493,NA,NA,NA,NA,NA,NA,NA,0.00559184,0.008946928,NA,NA,NA,NA,NA,37.35365723,3.906034812,NA,2.80E-05,NA,0.005014623,2.93E-06,0.000524374,NA,0.104569006,8096.587678,999.810427,578.0510526,32.28319106,17.90563552,8.098122863,519000,43211.46977,74.75372561,1338.512965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1332.11,NA,NA,NA,NA,NA,1.707399831,1.600101256,3.124540089,0.098694996,1.425743837,1.524438833,2.845854171,3.091042461,4.204119983,-0.245952245,1.495206275,0.004265069,0.404163814,-0.908957539,0.204119983,-0.741123371,0.029392699,0.041392685,NA,NA,NA,NA,0.872094799,NA,NA,NA,NA,-2.048326034,1.951673966,NA,NA,NA,NA,NA,NA,NA,-2.252445289,NA,NA,-0.98059702,NA,0.59173611,NA,1.572333129,NA,-4.552206959,-5.532803979,NA,-2.29976167,-3.28035869,3.908302023,2.999917662,5.715167358,2.761966196,1.508976456,4.635599038,1.25298974,1.873632842,3.126622582,0.908384362
857,SPR P4 28-48,Soil,28,48,38,CZO,SPR,B,B,DD,29.1,1.16,860,13.6,1160,56.23836439,NA,NA,23.52,69.23,7.25,P,NA,NA,NA,NA,28.56,21.44,1.332089552,400.1256,663.9968,0.602439943,9.748411986,0.314769518,1.468141411,0.06639968,0.1661,0.04001256,0.1,7700,0.77,22.44677871,29.9011194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7232.338177,741.875826,516.3484744,23.95466019,21.55524104,9.748717944,504900,42037.51655,81.41307398,1754.878434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641.08,3.674264712,NA,NA,NA,NA,1.47070443,1.331224781,2.806912228,0.124533422,1.351154025,1.475687447,2.60328038,2.822165986,3.886490725,-0.220086241,0.988933875,-0.50200733,0.166767889,-1.177834014,-0.113509275,-0.779630368,0.017038584,0.041392685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.859278725,2.87033122,5.703205371,2.712942898,1.379390014,4.623637051,1.333552884,1.910694153,3.244247037,0.988947505
868,SPR P4 R1 48-66,Soil,48,66,57,CZO,SPR,B,B,DD,29.1,1.16,860,13.6,1160,58.98233402,5.13,5.81,24.25,64.77,10.98,P,NA,NA,NA,NA,14.28,18.96,0.753164557,200.0628,587.1912,0.340582055,4.886393126,0.157778273,0.832163889,0.05871912,0.1302,0.02000628,0.04,3600,0.36,20.9894958,15.8085443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125996123,0.056983852,5.325714972,42.26887968,9.613598308,1.78E-05,0.000141023,NA,NA,3.21E-05,NA,1.805128205,0.227439156,5655.539568,650.071942,403.7738774,20.99037591,19.23614322,8.699867203,526100,43802.60934,108.4830193,2086.794897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.73,NA,NA,NA,NA,NA,1.184123354,1.277838333,2.476730214,-0.123110126,1.322002006,1.198891881,2.303331726,2.768779538,3.556302501,-0.467778239,0.688988404,-0.801952801,-0.079791134,-1.231220462,-0.443697499,-0.885389016,0.008602846,0.017033339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.899642818,0.256508052,-0.643134765,-1.244248196,0.982885972,0.72637792,1.626020737,-4.750352294,-3.850709477,-4.493844242,NA,NA,NA,3.752474045,2.812961422,5.721068302,2.606138218,1.322020216,4.641499982,1.284118002,2.035361764,3.319479766,0.939512624
870,SPR P4 R1 66-93,Soil,66,93,79.5,CZO,SPR,B,B,DD,29.1,1.16,860,13.6,1160,59.95516055,5.64,4.85,18.62,72.68,8.7,P,NA,NA,NA,NA,14.28,10.34,1.381044487,200.0628,320.2298,0.62478523,3.62912158,0.11718184,1.133286652,0.03202298,0.1025,0.02000628,0.06,2400,0.24,13.9929972,19.32495164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.102384868,0.046305268,4.313929321,42.13444221,9.199584216,2.16E-05,0.000210862,NA,NA,4.60E-05,NA,2.132530121,0.218338816,5811.184834,594.597156,414.8860784,19.19913323,21.60962547,9.77331421,509900,42453.81202,102.3264318,2211.235868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.82,NA,NA,NA,NA,NA,1.184123354,1.014520539,2.300638955,0.140207669,1.145910747,1.286118416,2.303331726,2.505461744,3.380211242,-0.204269246,0.559801518,-0.931139688,0.054339774,-1.494538256,-0.619788758,-0.989276135,0.008602846,0.025305865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.989764224,0.328895174,-0.66086905,-1.334369602,0.963768199,0.634873025,1.624637249,-4.665765929,-3.676001706,-4.336870755,NA,NA,NA,3.764264689,2.774222828,5.707485012,2.617928862,1.283281622,4.627916693,1.33464724,2.00998783,3.34463507,0.990041861
